"Track No.","Track Name",Artists,Genres,Popularity,Valence,Danceability,Energy,Liveness,Instrumentalness,Loudness,Speechiness,Acousticness,Tempo,Duration_ms
33,"Only Time","John Hickey","p funk",0,0.242,0.477,0.445,0.721,0.837,-6.53,0.0275,0.631,62.475,239520
34,"Means Of Production, What I Want To Do","John Hickey","p funk",0,0.677,0.65,0.762,0.69,0.00157,-6.552,0.0721,0.0303,105.146,658853
35,"Down With The Ship","John Hickey","p funk",0,0.708,0.557,0.921,0.247,0.793,-6.021,0.04,0.000221,115.179,272613
36,"Know Me Better","John Hickey","p funk",0,0.661,0.455,0.877,0.556,4.72E-5,-5.249,0.0773,0.0389,79.557,325280
37,"Perk & Troy","John Hickey","p funk",0,0.765,0.651,0.777,0.616,0.766,-9.343,0.0596,0.0335,99.866,370107
38,"Brokedown, See An N","John Hickey","p funk",0,0.716,0.45,0.843,0.667,0.00879,-7.062,0.149,0.119,102.785,468093
39,"Rub & Tug","John Hickey","p funk",0,0.491,0.561,0.663,0.31,0.135,-7.203,0.0515,0.0275,113.084,442387
40,"Dead Beat","John Hickey","p funk",0,0.886,0.663,0.85,0.338,0.00678,-6.843,0.104,0.197,97.495,295573
41,"Pot Top","John Hickey","p funk",0,0.518,0.495,0.804,0.399,0.0176,-6.565,0.038,0.00492,75.944,278493
42,"The End Has Finally Come Around","John Hickey","p funk",0,0.875,0.501,0.876,0.798,0.0333,-6.563,0.0574,0.0769,94.28,292040
43,"Betty Dreams of Green Men","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",39,0.479,0.574,0.966,0.115,0,-3.664,0.0771,0.000155,140.016,209673
44,"Can I Get the Real Stuff","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",37,0.385,0.473,0.764,0.145,0.000464,-4.619,0.0558,0.000429,190.404,177511
45,"Crystal Run","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",28,0.37,0.633,0.917,0.113,0.266,-4.662,0.0351,0.0245,99.999,177893
46,"TV Do Tell","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",26,0.49,0.705,0.895,0.0562,0.0284,-3.291,0.027,8.95E-5,124.085,95648
47,"The String Game","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",26,0.321,0.561,0.941,0.198,0,-3.812,0.0985,0.000683,172.032,195083
48,"Skull Pop","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",32,0.0472,0.385,0.853,0.103,0.00902,-6.156,0.0398,0.000772,93.917,301096
49,"Dog in the Mirror","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",25,0.117,0.491,0.984,0.367,0.046,-3.702,0.116,0.000592,138.023,303878
50,"Dose Rate","Guerilla Toss","boston rock/dance-punk/experimental rock/noise pop/noise rock/preverb",26,0.358,0.496,0.832,0.145,0.0486,-7.224,0.0596,0.000775,83.478,280894
51,"Say Your Prayers","Clams Casino",---,30,0.0693,0.541,0.418,0.261,0.67,-5.762,0.0265,0.204,150.074,224250
52,Wavey,"Clams Casino","indie dream pop/shimmer psych",31,0.265,0.49,0.383,0.139,0.865,-12.962,0.0436,0.0492,85.066,200455
53,Time,"Clams Casino",---,30,0.179,0.465,0.443,0.0937,0.843,-10.82,0.036,0.153,104.966,212911
54,"Worth It","Clams Casino","garage psych",25,0.368,0.784,0.354,0.0434,0.863,-8.801,0.102,0.179,111.024,165799
55,"Kali Yuga","Clams Casino","la indie",36,0.476,0.719,0.75,0.101,0.853,-6.365,0.0637,0.229,140.059,134629
56,"Talk It","Clams Casino",---,29,0.0989,0.283,0.48,0.0944,0.0696,-9.718,0.0503,0.617,82.47,227934
57,Reverence,Lapalux,vaporwave,27,0.191,0.321,0.539,0.0899,0.941,-10.646,0.0361,0.824,127.85,187596
58,"Data Demon",Lapalux/GABI,---,24,0.0397,0.107,0.438,0.106,0.253,-10.902,0.0345,0.362,91.649,201559
59,"Petty Passion",Lapalux,---,23,0.0356,0.271,0.43,0.078,0.0244,-10.986,0.0347,0.0137,111.966,199480
60,"Rotted Arp",Lapalux/Louisahhh,---,36,0.118,0.206,0.495,0.292,0.00776,-10.709,0.0561,0.53,101.127,249515
61,"Falling Down",Lapalux/JFDR,---,22,0.0394,0.105,0.308,0.0832,0.0636,-12.049,0.0316,0.695,82.167,281267
62,Displacer,Lapalux,---,21,0.0383,0.252,0.347,0.338,0.369,-14.857,0.0426,0.736,103.384,176543
63,4EVA,Lapalux/Talvi,---,36,0.126,0.514,0.524,0.103,0.000239,-7.474,0.0572,0.354,111.034,214637
64,"Essex Is Burning",Lapalux,---,22,0.476,0.651,0.583,0.121,0.00481,-9.035,0.0647,0.615,118.008,274615
65,Flickering,Lapalux/JFDR,---,34,0.38,0.675,0.491,0.116,0.461,-13.161,0.0432,0.281,103.676,211646
66,"Running To Evaporate",Lapalux,---,20,0.0383,0.604,0.665,0.085,0.0507,-9.542,0.0403,0.17,118.009,221974
67,"Phase Violet",Lapalux,---,22,0.0968,0.378,0.542,0.109,0.903,-9.303,0.0446,0.352,136.972,304618
68,Tessellate,Lapalux,---,21,0.0331,0.258,0.5,0.0925,0.836,-12.303,0.0796,0.0755,122.211,312173
69,Intro,"サイバー '98",---,4,0.0838,0.322,0.36,0.188,0.0424,-16.493,0.0407,0.274,127.923,91031
70,"4C 6F 76 65 20 53 6F 66 74 77 61 72 65","サイバー '98",---,5,0.062,0.223,0.384,0.13,0.473,-18.36,0.0843,0.000526,172.083,133192
71,"To End","サイバー '98",---,7,0.154,0.376,0.411,0.932,0.773,-12.466,0.0615,0.151,95.949,173320
72,iAM@mess.net,"サイバー '98",---,4,0.0564,0.33,0.323,0.112,0.926,-12.158,0.0483,0.501,151.726,68018
73,"Just a Dream","サイバー '98",---,0,0,0,0.33,0,0,-24.797,0,0,0,1486
74,"Windows Must Restart Because the Remote Procedure Call (RPC) Service Terminated Unexpectedly","サイバー '98",---,15,0.183,0.244,0.545,0.433,0.0454,-13.72,0.217,0.197,86.049,125618
75,ラーメン,"サイバー '98",---,4,0.116,0.347,0.191,0.0903,0.822,-22.571,0.048,0.391,140.746,179728
76,Keiko,"サイバー '98",---,8,0.282,0.51,0.268,0.095,0.758,-13.574,0.181,0.276,139.995,116357
77,Rain,"サイバー '98",---,4,0.26,0.47,0.385,0.404,0.598,-17.739,0.0578,0.305,117.768,144407
78,"Dreaming of ▫▫▫▫▫▫▫▫","サイバー '98",---,5,0.0705,0.115,0.226,0.122,0.664,-18.758,0.0338,0.534,91.791,60998
79,ハイポーション,"サイバー '98",---,5,0.0765,0.565,0.169,0.111,0.664,-19.259,0.0355,0.0558,98.525,123214
80,Giaceae,"サイバー '98",---,5,0.154,0.29,0.304,0.334,0.639,-20.164,0.239,0.00187,109.898,213818
81,≈mind❒plus≈,"サイバー '98",---,4,0.0382,0.406,0.602,0.105,0.00256,-11.139,0.372,0.135,88.103,152269
82,XP,"サイバー '98",---,6,0.301,0.159,0.324,0.796,0.313,-22.536,0.0567,0.00052,148.216,142758
83,"65 75 70 68 6f","サイバー '98",---,3,0.0384,0.323,0.404,0.11,0.224,-15.997,0.198,0.141,74.011,241172
84,System-Int32,"サイバー '98",---,5,0.157,0.619,0.334,0.105,0.909,-18.279,0.388,0.144,150.165,231800
85,"残してください。- Closing","サイバー '98",---,3,0.51,0.17,0.154,0.0964,0.0186,-27.562,0.0407,0.842,65.984,62056
86,"Summer of Love","Tommy Toussaint",---,8,0.516,0.708,0.707,0.165,3.82E-6,-7.472,0.0373,0.336,122.991,197440
87,"All I Have Is Myself","Bad Cello",---,5,0.401,0.313,0.922,0.43,0.0619,-5.046,0.0953,0.0526,142.019,235415
88,Proskater,"The Settlers",---,5,0.136,0.334,0.863,0.134,0.861,-2.967,0.051,0.531,131.193,150013
89,"Private Caller","Skylar Spence",---,49,0.61,0.571,0.805,0.0672,0.816,-6.413,0.196,0.000118,101.01,228119
90,Hymns,"So Spirited",---,9,0.129,0.586,0.39,0.0866,0.458,-14.721,0.03,0.0135,122.03,179016
91,Mmhm,Modus,---,9,0.486,0.829,0.407,0.102,0.814,-9.679,0.131,0.385,91.992,209083
92,"The Greenlight","Legga/Infinite Quest",---,5,0.603,0.815,0.593,0.159,0,-6.768,0.322,0.0839,94.779,181385
93,Eskimo,Freeze-Tag,---,6,0.719,0.666,0.668,0.0652,0.389,-4.851,0.0699,0.609,126.999,196452
94,Umbrella,"Phantom Power",---,6,0.321,0.564,0.427,0.224,0.924,-10,0.0278,0.396,113.067,213451
95,House,Thunderhank,---,5,0.619,0.655,0.44,0.108,0.701,-11.522,0.0336,0.00546,149.096,286174
96,Robin,"Poppy Red",---,4,0.327,0.399,0.324,0.0886,0.0777,-12.59,0.0333,0.762,119.523,393130
97,"Void in Time","Euphoria Again",---,12,0.552,0.654,0.499,0.218,9.82E-5,-7.333,0.0278,0.388,124.867,93236
98,Beach,"Morrison Brook",---,3,0.361,0.514,0.573,0.143,0.149,-8.43,0.0291,0.00519,115.906,193306
99,"Will You Swim to Hawaii With Me?","Super Minotaur",---,4,0.329,0.23,0.819,0.139,0.578,-2.594,0.0541,0.0324,128.423,172000
100,"Where Is",Comfy,"deep soul house/float house",4,0.726,0.403,0.605,0.13,0,-13.162,0.0378,0.0494,112.244,126000
101,"Puke Lust","Battle Ave.","future funk/hardvapour/vaporwave",2,0.106,0.356,0.722,0.112,0.609,-9.785,0.0605,0.524,83.589,205264
102,Peach,"Emily Reo","future funk/hardvapour/vaporwave",3,0.962,0.687,0.367,0.0556,0.00177,-9.322,0.0627,0.0286,144.004,191596
103,"Spirit Calling",Rioux,"future funk/hardvapour/vaporwave",3,0.694,0.788,0.432,0.265,0.886,-9.176,0.117,0.416,139.944,245000
104,"Hot Damn",Radstewart,"future funk/hardvapour/vaporwave",2,0.489,0.748,0.721,0.115,0.171,-5.976,0.0407,0.0355,103.708,186426
105,"Let's Go","So Many Wizards","future funk/hardvapour/vaporwave",2,0.823,0.415,0.697,0.0878,0.888,-12.753,0.0312,0.673,87.493,138250
106,"2 The End of Love","Vacation Dad","future funk/hardvapour/vaporwave",2,0.0393,0.423,0.588,0.104,0.786,-10.605,0.0387,0.357,104.575,252029
107,"Bright Lights",Navigateur,---,28,0.364,0.726,0.777,0.108,0.0191,-11.738,0.0828,0.00107,100.055,158400
108,Triplebrie,Swimming,---,6,0.323,0.665,0.355,0.117,0.087,-9.603,0.0414,0.633,169.959,242561
109,Discover,"Teepee Girls",---,4,0.908,0.259,0.677,0.074,0.87,-9.643,0.138,0.000183,180.026,197695
110,"Stay Invisible","Vacant Windows",---,3,0.498,0.587,0.879,0.111,0.76,-9.587,0.0449,0.0304,110.004,258597
111,"I Heard","Basement Babies",---,9,0.609,0.578,0.595,0.0868,0.245,-7.62,0.0286,0.000884,123.958,206099
112,"Big Ideas","World's Most",---,4,0.79,0.684,0.628,0.0975,0.877,-8.302,0.0273,0.000215,124.999,204893
113,"Don't Go Down","Young Pharaohs",---,3,0.0957,0.261,0.606,0.103,0.167,-9.07,0.0379,0.0149,100.674,225194
114,"Welcome Friends To My World",Ka-Meal,---,0,0.843,0.619,0.284,0.127,0.903,-23.185,0.0357,0.316,112.079,52627
115,"Vintage Girl","Ka-Meal/Cosmic Blood","brooklyn indie/indie pop",0,0.0776,0.546,0.385,0.108,0.837,-13.738,0.0273,0.0585,88.007,251987
116,Valour,Ka-Meal/Bitykradne,"brooklyn indie/indie pop",0,0.119,0.518,0.498,0.129,0.784,-12.421,0.0275,0.00615,103.942,131667
117,"Your House Was Aglow","Ka-Meal/Da Vosk Docta","brooklyn indie/indie pop",0,0.529,0.664,0.417,0.109,0.823,-15.081,0.035,0.0993,130.026,120147
118,"From Nowhere","Ka-Meal/Restrict Flavour","brooklyn indie/indie pop",0,0.0748,0.487,0.353,0.109,0.255,-13.791,0.0497,0.0165,80.105,163067
119,"Remember My Face","Ka-Meal/Johnny Beats","brooklyn indie/indie pop",0,0.124,0.688,0.479,0.323,0.787,-12.427,0.0306,0.0466,120.014,182347
120,"Talk To Me","Ka-Meal/Kaz Bałagane","brooklyn indie/indie pop",0,0.359,0.743,0.446,0.131,0.904,-12.398,0.0348,0.0263,106.009,209600
121,Stressed,Ka-Meal/Sadek,"brooklyn indie/indie pop",0,0.142,0.589,0.666,0.149,0.635,-16.493,0.0409,0.00983,107.381,171267
122,After,Ka-Meal/Romanski,"brooklyn indie/indie pop",0,0.0832,0.634,0.368,0.112,0.771,-12.088,0.03,0.0367,119.963,161160
123,Autumnlove,Ka-Meal/Witek,"brooklyn indie/indie pop",0,0.102,0.627,0.312,0.0776,0.741,-13.15,0.0607,0.788,113.962,177933
124,"Dancing On The Dim Lake","Ka-Meal/O L F V N","brooklyn indie/indie pop",0,0.0351,0.542,0.523,0.105,0.534,-9.268,0.0312,0.0696,124.786,232680
125,Kapijoo,"Ka-Meal/Cosmic Blood","brooklyn indie/indie pop",0,0.101,0.578,0.299,0.11,0.895,-13.766,0.0288,0.196,130.043,210827
126,RVIN,"Ka-Meal/O L F V N","brooklyn indie/indie pop",0,0.0448,0.296,0.301,0.321,0.868,-21.039,0.0496,0.336,100.259,312520
127,"Can't Get Close",Ka-Meal/Sadek,"brooklyn indie/indie pop",0,0.237,0.548,0.389,0.121,0.926,-12.896,0.0349,0.535,127.162,205160
128,Winterlove,Ka-Meal/Slajd,"brooklyn indie/indie pop",0,0.127,0.4,0.212,0.147,0.974,-18.445,0.0363,0.773,174.542,265573
129,"Dancing On The Dim Lake","Ka-Meal/Restrict Flavour","brooklyn indie/indie pop",0,0.07,0.155,0.241,0.12,0.878,-22.506,0.0467,0.69,170.408,288400
130,"Several Times","Restrict Flavour","brooklyn indie/indie pop",0,0.117,0.507,0.277,0.102,0.908,-14.823,0.0337,0.267,117.658,295307
131,"For My Friends",Ka-Meal,"brooklyn indie/indie pop",0,0.273,0.807,0.312,0.11,0.912,-13.996,0.0337,0.88,112.171,140653
132,ノーチラス,KyonPalm,"brooklyn indie/indie pop",1,0.349,0.524,0.371,0.15,0.171,-21.019,0.0517,0.00384,165.067,127898
133,"外国の Beauty",KyonPalm,"brooklyn indie/indie pop",7,0.0763,0.572,0.433,0.101,0.000743,-14.729,0.0507,0.00333,108.246,217702
134,"Thru the Nite",KyonPalm,"brooklyn indie/indie pop",5,0.857,0.764,0.606,0.0479,0.519,-10.412,0.058,0.00121,82.649,177016
135,ジェム,KyonPalm,"brooklyn indie/indie pop",4,0.852,0.747,0.496,0.132,0.881,-14.905,0.21,0.00233,168.165,70092
136,"マシン 0",KyonPalm,"brooklyn indie/indie pop",4,0.205,0.511,0.784,0.11,0.698,-12.892,0.0411,5.51E-6,167.914,84821
137,ハイライト,KyonPalm,"brooklyn indie/indie pop",3,0.528,0.856,0.458,0.049,0.899,-11.661,0.171,0.00525,83.289,167686
138,素朴,KyonPalm,"brooklyn indie/indie pop",3,0.535,0.783,0.689,0.0991,0.216,-11.119,0.0436,0.000265,113.688,87974
139,愛情表現,KyonPalm,"brooklyn indie/indie pop",5,0.661,0.698,0.474,0.109,0.662,-12.707,0.0279,0.0029,131.582,93974
140,"Sure Shot",KyonPalm,"brooklyn indie/indie pop",4,0.462,0.619,0.604,0.0805,0.874,-13.041,0.0467,7.47E-6,175.178,137506
141,Solitaire,KyonPalm,"brooklyn indie/indie pop",3,0.295,0.672,0.377,0.0641,0.92,-13.663,0.0486,0.00124,84.772,115666
142,電気の街,KyonPalm,"brooklyn indie/indie pop",3,0.526,0.533,0.695,0.247,0.566,-9.889,0.0523,0.00595,90.73,299175
143,パステル,KyonPalm,"brooklyn indie/indie pop",4,0.895,0.828,0.55,0.0689,0.905,-10.933,0.0513,0.0766,81.117,218050
144,コメット,KyonPalm,"brooklyn indie/indie pop",4,0.838,0.848,0.645,0.0899,0.102,-14.545,0.037,0.000443,124.256,108143
145,判決,KyonPalm,"brooklyn indie/indie pop",4,0.501,0.818,0.364,0.093,0.838,-16.515,0.102,0.538,87.228,130917
146,Intimacy,KyonPalm,"brooklyn indie/indie pop",4,0.752,0.765,0.543,0.0645,0.66,-15.55,0.0454,0.00011,97.816,199713
147,Escape,KyonPalm,"brooklyn indie/indie pop",3,0.161,0.592,0.467,0.31,0.183,-13.613,0.0343,0.000654,84.726,139974
148,ふたり,KyonPalm,"brooklyn indie/indie pop",4,0.612,0.73,0.464,0.191,0.83,-14.12,0.0542,0.00735,79.448,220413
149,"ノーチラス (Reprise)",KyonPalm,"brooklyn indie/indie pop",3,0.49,0.618,0.371,0.0857,0.648,-20.509,0.038,0.464,109.95,124595
150,Azrael,"Awanto 3/Darling","acousmatic/american contemporary classical/avant-garde/drone/free improvisation/laboratorio/microtonal/musique concrete",9,0.0373,0.729,0.606,0.704,0.791,-16.377,0.0606,0.306,116.002,423212
151,"Positive Negative","Awanto 3","edm/vapor soul",4,0.549,0.755,0.675,0.724,0.748,-10.691,0.0811,0.016,123.975,515030
152,"This Is When We Met","Awanto 3","edm/vapor soul",3,0.252,0.43,0.671,0.105,0.839,-9.883,0.0824,0.0151,122.997,393841
153,"Hooli Goose","Awanto 3","edm/vapor soul",3,0.15,0.656,0.605,0.119,0.813,-11.561,0.0519,0.188,99.976,464230
154,"Why Don't You","Awanto 3","edm/vapor soul",3,0.736,0.532,0.586,0.103,0.91,-11.867,0.133,0.00543,118.674,313888
155,"Ride the Dragon","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",5,0.111,0.569,0.9,0.2,0.0832,-9.572,0.0371,8.2E-5,129.186,398423
156,Thick,"Awanto 3/Dexter","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",17,0.278,0.797,0.617,0.104,0.899,-9.003,0.0448,0.00208,127.994,358203
157,"Happy Bird","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",4,0.677,0.221,0.0951,0.0946,0.788,-30.796,0.0481,0.894,157.663,124485
158,Gargamelancholia,"Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",4,0.0576,0.71,0.625,0.107,0.87,-13.346,0.058,0.0345,119.993,550233
159,Applecake,"Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",12,0.587,0.759,0.937,0.0677,0.94,-9.815,0.0421,0.00148,123.967,401477
160,Boogiedownpopke,"Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",4,0.446,0.69,0.692,0.164,0.88,-13.332,0.0437,0.000311,115.988,598700
161,"Bubbles made me cry","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",5,0.875,0.7,0.961,0.135,0.934,-7.567,0.0492,0.307,119.996,541748
162,"Talk Together",Awanto,"alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",4,0.163,0.702,0.643,0.193,0.28,-9.939,0.0677,0.146,105.663,432664
163,"Su What?","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",8,0.485,0.708,0.817,0.0422,0.000366,-8.838,0.0602,0.0655,121.983,381874
164,"Knocke now","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",2,0.933,0.937,0.974,0.0989,0.226,-6.837,0.0759,0.148,123.983,240822
165,"Dickie Dick","Awanto 3","alternative pop/alternative rock/dance rock/experimental rock/garage rock/gbvfi/grunge/hardcore punk/indie rock/jangle pop/lo-fi/math rock/neo-psychedelic/new wave/noise pop/noise rock/post-hardcore/post-punk/power pop/punk/punk blues/uk post-punk",3,0.372,0.709,0.829,0.0775,0.787,-9.785,0.0532,8.88E-6,120.026,386987
