"Track No.","Track Name",Artists,Genres,Popularity,Valence,Danceability,Energy,Liveness,Instrumentalness,Loudness,Speechiness,Acousticness,Tempo,Duration_ms
85,Practice,Drake,"deep pop edm/tracestep",41,0.31,0.446,0.239,0.12,7.76E-5,15.327,0.0876,0.574,104.675,237733
86,"Marvins Room",Drake,tracestep,55,0.312,0.492,0.26,0.0705,0.00178,17.341,0.0921,0.646,111.519,347227
87,"I Like Tuh",Carnage/ILoveMakonnen,"tracestep/tropical pop edm",62,0.546,0.598,0.564,0.379,0,3.89,0.0684,0.337,174.909,187561
88,Crossfire,Stephen,"deep underground hip hop/indie pop rap",68,0.199,0.323,0.558,0.676,2.81E-6,5.292,0.337,0.459,73.552,270511
89,"Fight Back",Neffex,---,68,0.587,0.716,0.946,0.0825,6.63E-5,3.412,0.261,0.094,139.943,200571
90,Rumors,Neffex,---,68,0.515,0.673,0.706,0.426,2.7E-6,8.4,0.116,0.0601,74.961,247608
91,"iSpy (feat. Lil Yachty)","KYLE/Lil Yachty",---,79,0.672,0.746,0.653,0.229,0,6.745,0.289,0.378,75.016,253107
92,"California Heaven","JAHKOY/ScHoolboy Q","edm/electropop/pop/tropical house",49,0.661,0.792,0.67,0.0838,0,6.819,0.0358,0.0234,131.927,242800
93,Sunshine,Matisyahu,"edm/electropop/pop/tropical house",57,0.822,0.697,0.769,0.0733,0,3.712,0.0626,0.00747,100.029,213069
94,"One Day",Matisyahu/NameLess,"edm/electropop/pop/tropical house",45,0.3,0.585,0.639,0.124,0,6.793,0.0513,0.414,144.985,207840
95,"One Dance",Drake/WizKid/Kyla,"canadian hip hop/hip hop/indie r&b/pop/pop rap/rap/southern hip hop/trap music/trap soul/underground hip hop",85,0.391,0.796,0.61,0.351,0.00286,5.857,0.0516,0.00842,103.99,173987
96,"Birthday Sex",Jeremih,"dance pop/edm/pop/tropical house",70,0.445,0.675,0.545,0.162,0,5.614,0.0443,0.261,60.048,226507
97,"Order More",G-Eazy/Starrah,"hip hop/indie r&b/pop rap/rap/southern hip hop/trap music",64,0.802,0.895,0.437,0.0929,0,8.989,0.357,0.108,140.017,208827
98,"Remember You","G-Eazy/Black Bear","indie pop/indie poptimism/indietronica/la indie/metropopolis/modern alternative rock/modern rock",64,0.207,0.654,0.565,0.157,0,8.741,0.196,0.345,140.079,215880
99,"Dan Bilzerian","T-Pain/Lil Yachty","electropop/indie poptimism/vapor pop/vapor soul",68,0.606,0.793,0.789,0.0632,0,3.962,0.0626,0.119,149.99,209663
100,"HYFR (Hell Ya Fucking Right)","Drake/Lil Wayne","big room/dance pop/edm/electro house/pop/tropical house",50,0.359,0.444,0.627,0.0795,0,8.744,0.252,0.123,98.21,206627
101,"White Rapper",Rittz,"canadian hip hop/canadian pop/hip hop/pop rap/rap",47,0.461,0.586,0.867,0.201,0,6.911,0.135,0.0152,116.03,218787
102,"Like This",Packy,"canadian hip hop/canadian pop/hip hop/pop rap/rap",50,0.572,0.887,0.56,0.279,2.71E-5,7.181,0.275,0.505,127.999,205349
103,"No Lie","2 Chainz/Drake","dance pop/hip hop/pop/pop rap/r&b/rap/southern hip hop/trap music",17,0.589,0.641,0.671,0.417,0,5.95,0.178,0.0217,130.927,239187
104,Uptown,"Drake/Bun B/Lil Wayne","trap soul",59,0.322,0.676,0.76,0.136,0,4.659,0.328,0.00349,128.06,381240
105,"Habits Of My Heart","Jaymes Young",---,70,0.59,0.392,0.498,0.34,0.000118,7.63,0.117,0.665,72.048,210639
106,Controlla,Drake,"bass trap/tracestep/tropical pop edm",71,0.321,0.747,0.477,0.114,0,11.062,0.276,0.0962,93.44,245227
107,Light,"San Holo",---,12,0.43,0.57,0.763,0.0932,2.49E-6,4.137,0.0573,0.0857,150.088,239853
108,"Bounce Back","Big Sean","canadian hip hop/canadian pop/hip hop/pop rap/rap",80,0.26,0.77,0.567,0.125,0,5.698,0.175,0.105,81.477,222360
109,"Reminder - Remix","The Weeknd/A$AP Rocky/Young Thug","detroit hip hop/g funk/hip hop/rap",65,0.521,0.745,0.65,0.107,0,5.992,0.227,0.149,159.994,221968
110,"7 Years (Remix)",HYTYD,"hip hop/pop/pop rap/rap/southern hip hop/trap music",43,0.158,0.636,0.806,0.0722,1.09E-6,5.572,0.0726,0.0105,139.547,213518
111,"The Real Slim Shady",Eminem,"detroit hip hop/g funk/hip hop/rap",75,0.76,0.95,0.665,0.0453,0,4.286,0.061,0.0339,104.504,284200
112,"I'm On It","Terravita/Riot Ten","detroit hip hop/g funk/hip hop/rap",35,0.125,0.634,0.993,0.112,0,1.882,0.316,0.0998,145.049,205241
113,Spaceships,AREA21,"detroit hip hop/g funk/hip hop/rap",8,0.52,0.441,0.766,0.509,1.6E-6,5.921,0.0533,0.0181,150.054,169608
114,"Nothing But Trouble - Instagram Models","Lil Wayne/Charlie Puth",edm,62,0.236,0.724,0.691,0.194,1.68E-5,5.665,0.0324,0.0172,126.002,217984
115,Over,Drake,"detroit hip hop/g funk/hip hop/rap",66,0.427,0.337,0.853,0.14,0,5.611,0.278,0.0113,101.034,233560
116,"Beautiful Now - Marshmello Remix","Zedd/Jon Bellion/Marshmello","detroit hip hop/g funk/hip hop/rap",0,0.685,0.66,0.928,0.0807,4.57E-5,3.127,0.0299,0.0106,140.073,196040
117,"Nasty Freestyle",T-Wayne,"hip hop/pop rap/rap",66,0.412,0.779,0.472,0.114,0,7.116,0.218,0.0577,135.051,142212
118,"Ni**as In Paris","JAY Z/Kanye West","reggaeton/trap latino",81,0.684,0.757,0.882,0.251,0,6.125,0.248,0.0763,140.047,219320
119,"Ghostface Killers","21 Savage/Offset/Metro Boomin/Travis Scott","Genres not available",78,0.243,0.782,0.436,0.342,1.3E-5,7.033,0.155,0.331,82.994,268933
120,"How To Love","Lil Wayne","Genres not available",70,0.272,0.644,0.661,0.108,5.14E-6,6.093,0.0418,0.000177,154.001,240307
121,"No Hands (feat. Roscoe Dash and Wale)","Waka Flocka Flame/Roscoe Dash/Wale","Genres not available",75,0.361,0.76,0.595,0.241,0,6.366,0.0391,0.00544,131.497,263773
122,"m.A.A.d city","Kendrick Lamar/MC Eiht","Genres not available",70,0.217,0.487,0.729,0.44,4.07E-6,6.815,0.271,0.0538,91.048,350120
123,"Us Against The World (Da Tweekaz Remix)","Darren Styles","Genres not available",1,0.289,0.478,0.878,0.0719,1.93E-5,3.431,0.0403,0.0431,149.671,222400
124,"Plain Jane","A$AP Ferg","Genres not available",84,0.52,0.797,0.844,0.087,0,5.482,0.275,0.0651,170.142,173600
125,"Ric Flair Drip (& Metro Boomin)","Offset/Metro Boomin","Genres not available",87,0.333,0.88,0.428,0.114,5.07E-5,8.28,0.206,0.149,100.007,172800
126,"BUTTERFLY EFFECT","Travis Scott","Genres not available",61,0.182,0.763,0.598,0.112,0,6.865,0.0539,0.0714,140.987,190678
127,"XO TOUR Llif3","Lil Uzi Vert","Genres not available",89,0.401,0.732,0.75,0.109,0,6.366,0.231,0.00264,155.096,182707
128,DNA.,"Kendrick Lamar","Genres not available",83,0.422,0.638,0.523,0.0842,0,6.664,0.357,0.00454,139.913,185947
129,"Rack City",Tyga,"Genres not available",68,0.22,0.927,0.328,0.12,1.54E-5,10.969,0.374,0.0471,98.95,203200
130,"A Milli","Lil Wayne","Genres not available",78,0.755,0.679,0.684,0.177,0.000895,8.559,0.278,0.0527,151.748,221840
131,"No Role Modelz","J. Cole","Genres not available",83,0.458,0.696,0.521,0.0565,0,8.465,0.332,0.302,100,292987
132,"Slippery (feat. Gucci Mane)","Migos/Gucci Mane","Genres not available",81,0.741,0.92,0.674,0.104,0,5.662,0.264,0.307,141.967,304041
133,Hunter,Galantis,"Genres not available",19,0.653,0.509,0.712,0.102,0,5.747,0.111,0.186,99.831,183229
134,Lost,TULE,"Genres not available",1,0.144,0.59,0.868,0.11,0.504,4.372,0.0343,0.0338,149.996,157192
135,"Heroes Tonight",Janji/Johnning,"Genres not available",69,0.18,0.537,0.786,0.253,0,4.331,0.0317,0.0719,128,208140
136,"C U Again","Cartoon/Futuristik/Mikk Mäe","Genres not available",58,0.135,0.627,0.863,0.153,8.23E-5,1.171,0.0409,0.0228,87.524,202971
137,"Just Breathe - Evate Remix","Rival/Cadmium/Jon Becker/Evate","Genres not available",23,0.331,0.525,0.621,0.127,3.03E-6,7.794,0.0816,0.0229,144.905,192000
138,Hometown,Ollie,"Genres not available",45,0.0386,0.517,0.392,0.0907,0,14.535,0.572,0.812,189.953,215719
139,20fineteen,Rapta,"Genres not available",17,0.207,0.635,0.522,0.121,0,8.631,0.0399,0.00768,93.984,208983
140,Ufo,Rapta,"Genres not available",19,0.411,0.754,0.534,0.078,0.000346,7.662,0.0731,0.0812,145.054,243063
141,Angels,Rapta,"Genres not available",25,0.547,0.74,0.607,0.0907,0,8.224,0.044,0.131,139.999,213834
142,"Wake Up Alone","The Chainsmokers/Jhene Aiko","Genres not available",63,0.23,0.643,0.52,0.11,0,5.968,0.0334,0.0102,75.168,215720
143,"Let You Go - Radio Edit","The Chainsmokers/Great Good Fine Ok","Genres not available",62,0.258,0.59,0.887,0.0798,0,2.851,0.0928,0.276,126.029,218973
144,Young,"The Chainsmokers","Genres not available",70,0.454,0.615,0.564,0.148,0,6.384,0.0291,0.0105,103.006,224773
145,"Might Not","Belly/The Weeknd","Genres not available",70,0.288,0.792,0.563,0.128,0,4.838,0.0793,0.283,133.996,224213
146,Mama,"Jonas Blue/William Singe","Genres not available",42,0.528,0.741,0.79,0.0542,0,4.086,0.0469,0.113,104.043,184134
147,Broccoli,"DRAM/Lil Yachty","Genres not available",72,0.708,0.886,0.525,0.057,0,7.39,0.132,0.236,145.99,225205
148,"Dreaming - The Chainsmokers Remix","Smallpools/The Chainsmokers","Genres not available",59,0.453,0.628,0.978,0.0494,0.0336,3.739,0.0771,0.0132,127.04,297907
149,"Sway - Chainsmokers Remix","Anna Of The North","Genres not available",57,0.437,0.673,0.795,0.117,0.0111,6.21,0.0309,0.0555,105.025,180571
150,"Back To Earth - The Chainsmokers Remix","Steve Aoki/Fall Out Boy/The Chainsmokers","Genres not available",40,0.518,0.73,0.749,0.138,0,3.473,0.0478,0.131,140.004,223324
151,"All We Know (feat. Phoebe Ryan)","The Chainsmokers/Phoebe Ryan","Genres not available",53,0.332,0.666,0.59,0.112,0.00175,8.769,0.0314,0.0985,89.993,194080
152,Congratulations,"Post Malone/Quavo","Genres not available",88,0.492,0.63,0.804,0.253,0,4.183,0.0363,0.215,123.146,220293
153,Famous,"French Montana","Genres not available",67,0.569,0.722,0.598,0.121,1.64E-5,6.755,0.162,0.0234,99.948,244975
154,"Relationship (feat. Future)","Young Thug/Future","Genres not available",79,0.298,0.842,0.597,0.124,0,6.336,0.0627,0.00252,145.992,215307
155,"Dia de Caça","1Kilo/Pablo Martins/Buddy Poke/Xamã/Dois P/Gabriel CamCam/Chris/Knust","Genres not available",61,0.404,0.668,0.623,0.181,0,8.259,0.216,0.417,94.947,317474
156,"Duro Igual Concreto",1Kilo,"Genres not available",69,0.597,0.506,0.872,0.183,0,6.827,0.3,0.229,114.982,305845
157,"O Que Tiver Que Ser Vai Ser","1Kilo/Pablo Martins/Xamã/Baviera/Sant/Nabrisa/DoisP","Genres not available",53,0.345,0.525,0.663,0.106,0,7.021,0.122,0.226,127.001,460956
158,1-800-273-8255,"Logic/Alessia Cara/Khalid","Genres not available",86,0.352,0.62,0.574,0.19,0,7.788,0.0479,0.57,100.021,250173
159,"Deixe Me Ir - Long Brothers & Low Base Remix","1Kilo/Long Brothers/Low Base","Genres not available",57,0.459,0.77,0.694,0.129,1.02E-5,5.694,0.0658,0.294,122.001,420525
160,"God's Plan",Drake,"Genres not available",61,0.373,0.758,0.448,0.558,8.67E-5,9.441,0.103,0.0309,77.176,198960
161,"Freaky Friday (feat. Chris Brown)","Lil Dicky/Chris Brown","Genres not available",86,0.755,0.755,0.599,0.109,0,5.042,0.224,0.147,133.123,216632
162,"Wasted Times","The Weeknd","Genres not available",78,0.293,0.562,0.674,0.111,2.04E-5,6.049,0.0851,0.622,122.699,220293
163,Zones,"Zak Downtown","Genres not available",58,0.804,0.66,0.846,0.0571,0,3.071,0.054,0.0225,162.943,192075
164,"A Milli (K Theory Remix)","Lil Wayne (TrapNation)","Genres not available",0,---,---,---,---,---,---,---,---,---,---
165,Thutmose,"Wuwu Tari Remix","Genres not available",0,---,---,---,---,---,---,---,---,---,---
166,"I Just Can't","R3HAB & Fabian","Genres not available",0,---,---,---,---,---,---,---,---,---,---
167,"Habits of My Heart (BENTZ Remix)","Jaymes Young","Genres not available",0,---,---,---,---,---,---,---,---,---,---
168,"Underground Kings",Drake,"Genres not available",0,---,---,---,---,---,---,---,---,---,---
169,"Ballin (ft. Castro) (Prod. Arthur McArthur)",Logic,"Genres not available",0,---,---,---,---,---,---,---,---,---,---
170,"Human (Joe Jayson Remix)","Rag'n'Bone Man","Genres not available",0,---,---,---,---,---,---,---,---,---,---
171,"Drunk In Love Remix","The Weeknd","Genres not available",0,---,---,---,---,---,---,---,---,---,---
172,"Flash X (Rusty Hook Remix)","Rusty Hook/ATB","Genres not available",37,0.153,0.327,0.657,0.243,1.36E-5,4.864,0.05,4.39E-5,142.96,243776
173,Often,"The Weeknd (Kygo Remix)","Genres not available",0,---,---,---,---,---,---,---,---,---,---
174,"Love U Better (feat. Lil Wayne & The-Dream)","Ty Dolla $ign/Lil Wayne/The-Dream","Genres not available",75,0.411,0.645,0.541,0.325,0,6.312,0.0385,0.0802,95.061,181880
175,"Curve (feat. The Weeknd)","Gucci Mane/The Weeknd","Genres not available",73,0.354,0.76,0.476,0.1,0,8.103,0.241,0.294,147.01,161990
176,"Party Monster","The Weeknd","Genres not available",75,0.219,0.572,0.631,0.259,2.31E-5,8.389,0.104,0.188,77.519,249213
177,"Lights Down Low","Maejor/Waka Flocka Flame","Genres not available",55,0.67,0.717,0.858,0.0801,2.8E-6,3.469,0.0422,0.0694,155.41,186120
178,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","PnB Rock/Kodak Black/A Boogie Wit da Hoodie","Genres not available",74,0.495,0.703,0.661,0.34,0,3.885,0.0539,0.0517,149.906,249240
179,Everything,"Diamond Eyes","Genres not available",55,0.386,0.609,0.681,0.0845,0,4.084,0.0516,0.0509,140.038,267429
180,"Hopelessly In Love","Luca Rivers/Jonas Hoffmann","Genres not available",29,0.274,0.684,0.835,0.291,0.000111,4.475,0.0371,0.642,118.011,193729
181,Otherside,"Post Malone","Genres not available",79,0.136,0.645,0.657,0.213,5.17E-6,5.688,0.0334,0.354,104.931,228227
182,"Sugar Wraith","Post Malone","Genres not available",78,0.291,0.6,0.767,0.0979,0,4.232,0.0868,0.26,164.079,228147
183,"Same Bitches (feat. G-Eazy & YG)","Post Malone/G-Eazy/YG","Genres not available",80,0.211,0.727,0.774,0.114,2.47E-6,5.246,0.0588,0.379,99.932,212467
184,"Psycho (feat. Ty Dolla $ign)","Post Malone/Ty Dolla $ign","Genres not available",91,0.439,0.739,0.559,0.112,0,8.011,0.117,0.58,140.124,221440
185,"Better Now","Post Malone","Genres not available",95,0.374,0.68,0.563,0.136,0,5.843,0.0454,0.354,145.028,231267
186,"92 Explorer","Post Malone","Genres not available",81,0.877,0.802,0.743,0.121,1.36E-6,4.82,0.0474,0.269,146.03,211427
187,"Pop Style",Drake,"Genres not available",56,0.0559,0.721,0.461,0.105,3.31E-6,9.979,0.107,0.173,133.072,212947
188,"Nice For What",Drake,"Genres not available",69,0.792,0.567,0.913,0.114,0.000124,6.471,0.0736,0.0934,93.35,210926
189,"Childs Play",Drake,"Genres not available",69,0.289,0.739,0.472,0.207,7.27E-6,11.204,0.156,0.0145,80.03,241400
190,"Bum Bum Tam Tam","MC Fioti/Future/J Balvin/Stefflon Don/Juan Magán","Genres not available",78,0.659,0.896,0.675,0.262,8.11E-6,3.908,0.124,0.346,131.999,213989
191,G.O.A.T.,"Eric Bellinger/Aroc!","Genres not available",72,0.419,0.467,0.636,0.138,0,6.96,0.201,0.0232,135.014,184905
192,Almost,Ollie,"Genres not available",38,0.739,0.923,0.272,0.13,0,14.133,0.0757,0.73,120.056,158946
193,"You've Changed",Ollie,"Genres not available",58,0.364,0.515,0.655,0.13,0.00126,9.021,0.389,0.401,119.948,234076
194,"Olha A Explosão - Remix","MC Kevinho/2 Chainz/French Montana/Nacho","Genres not available",72,0.813,0.759,0.644,0.0469,0,4.858,0.116,0.326,89.983,210773
195,"All Mine","Kanye West","Genres not available",84,0.265,0.925,0.308,0.0933,0,6.562,0.338,0.125,122.099,145507
196,"In My Feelings",Drake,"Genres not available",71,0.315,0.735,0.482,0.448,0.0144,9.445,0.139,0.00623,181.995,217933
197,"That’s How You Feel",Drake,"Genres not available",56,0.359,0.81,0.451,0.108,0.0537,6.348,0.249,0.152,85.417,157600
198,"Don’t Matter To Me","Drake/Michael Jackson","Genres not available",68,0.136,0.825,0.317,0.11,0.0128,12.39,0.0583,0.497,103.001,245787
199,"Summer Games",Drake,"Genres not available",57,0.128,0.776,0.482,0.11,0.0457,11.268,0.0356,0.481,136.015,247893
200,"Mob Ties",Drake,"Genres not available",62,0.493,0.755,0.575,0.276,0.00127,8.392,0.0673,0.0443,85.994,205147
201,"Ratchet Happy Birthday",Drake,"Genres not available",54,0.444,0.648,0.535,0.106,0.00246,13.295,0.1,0.458,168.03,207307
202,Elevate,Drake,"Genres not available",60,0.0604,0.755,0.47,0.118,0,8.72,0.139,0.0153,76.056,184960
203,"No Brainer","DJ Khaled/Justin Bieber/Quavo/Chance the Rapper","Genres not available",95,0.639,0.552,0.76,0.0865,0,4.706,0.342,0.0733,135.702,260000
204,"Slave To Perfection","The One After None","Genres not available",59,0.274,0.719,0.492,0.161,1.84E-5,8.53,0.0287,0.0684,99.988,160253
205,"See You",Rapta,"Genres not available",38,0.675,0.843,0.459,0.0685,0,8.972,0.351,0.0425,90.039,216735
206,"Holding You","Unknown Brain/Spce CadeX/Max Landry","Genres not available",37,0.497,0.521,0.818,0.112,1.46E-6,4.901,0.0364,0.0787,150.07,163225
207,"Go Forever","Rob Bailey & The Hustle Standard","Genres not available",44,0.311,0.564,0.704,0.102,0.000131,6.883,0.0425,0.00282,150.152,224000
208,"I'm Upset",Drake,"Genres not available",86,0.492,0.899,0.586,0.0836,0,7.866,0.344,0.279,150.001,214467
209,"Kings Never Die","Eminem/Gwen Stefani","Genres not available",67,0.0593,0.771,0.896,0.204,0,5.289,0.129,0.0275,112.505,296133
210,"A Lie","French Montana/The Weeknd/Max B","Genres not available",65,0.524,0.516,0.792,0.404,0,5.38,0.216,0.0235,121.189,226790
211,"The Ringer",Eminem,"Genres not available",91,0.42,0.939,0.551,0.192,0,9.126,0.291,0.0311,118.552,337941
212,Greatest,Eminem,"Genres not available",88,0.367,0.809,0.737,0.341,0,5.186,0.108,0.0441,80.025,226938
213,"Lucky You (feat. Joyner Lucas)","Eminem/Joyner Lucas","Genres not available",96,0.575,0.876,0.786,0.127,0,4.884,0.306,0.0627,153.068,244679
214,"Electricity (with Dua Lipa)","Silk City/Dua Lipa/Diplo/Mark Ronson","Genres not available",94,0.505,0.588,0.67,0.338,3.33E-6,6.439,0.0473,0.0104,118.159,238173
215,Fall,Eminem,"Genres not available",90,0.535,0.83,0.546,0.112,0,5.716,0.295,0.227,182.973,262494
216,"Not Alike (feat. Royce Da 5'9)","Eminem/Royce Da 5'9""","Genres not available",89,0.342,0.904,0.756,0.339,0,3.746,0.32,0.0692,140.005,288087
217,Uproar,"Lil Wayne","Genres not available",89,0.884,0.743,0.87,0.299,0,2.188,0.212,0.0595,99.075,194184
218,"MIA (feat. Drake)","Bad Bunny/Drake","Genres not available",93,0.174,0.818,0.54,0.099,0.000512,6.35,0.0544,0.0143,97.064,210368
